ide,ident,libelle,obs1,obs2,ident,perimetre,adr1,adr2,codepostal,ville,tel,nom1,prenom1,tel1,poste1,nbclasses,nbplaces,nbinscrits,libelle1,libelle2,pair,pairdebut,pairfin,impair,impairdebut,impairfin,ident,libelle1,motdirec,pairdebutbis,pairfinbis,impairdebutbis,impairfinbis,etablissement,rue
259,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,S,32,52,S,19,43,2540W,RUE DESBASSAYNS DE RICHEMONT,RICHEMONT,,,,,18,251
260,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,8150U,CHEMIN DES ROSES,ROSES,,,,,18,186
261,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,2560T,RUE DU DOCTEUR EMILE ROUX,ROUX,,,,,18,58
262,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,SU22E,IMPASSE SAINT MAURICE,SAINT-MAURICE,,,,,18,189
263,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,P,52,9998,P,141,9999,4440L,BOULEVARD HENRI SELLIER,SELLIER,,,,,18,99
264,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,0635A,ALLEE DU BEAU SITE,SITE,,,,,18,14
265,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,6110B,BD MARECHAL DE LATTRE DE TASS,TASS.,,,,,18,131
266,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,9135P,RUE DU TERTRE,TERTRE,,,,,18,205
267,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,3549T,AV DE LA FONTAINE DU TERTRE,TERTRE,,,,,18,74
268,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,9 150 F,RUE DES TOURNEROCHES,TOURNEROCHES,,,,,18,222
269,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,P,2,12,P,1,9,9185U,RUE DE LA TUILERIE,TUILERIE,,,,,18,209
270,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,9654D,IMPASSE DES VIGNERONS,VIGNERONS,,,,,18,43
271,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,9655E,RUE DES VIGNES,VIGNES,,,,,18,216
272,RAGUIDELLE,Périmètre Raguidelles,,,M/RA,6,2 RUE DU DOCTEUR EMILE ROUX,,92150,SURESNES,01 42 04 07 85,BRUMENT,Nathalie,01 42 04 07 85,,9,270,209,Maternelle des Raguidelles,,T,,,T,,,9940P,RUE WORTH,WORTH,,,,,18,221
273,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,4160G,RUE GEORGES APPAY,APPAY,,,,,9,89
274,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,SU29E,RUE LOUIS BLERIOT,BLERIOT,,,,,9,278
275,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,5129K,QUAI LEON BLUM,BLUM,,,,,9,237
276,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,,,S,,,1495K,RUE CHEVREUL,CHEVREUL,,,,,9,241
277,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,3580B,RUE FREDERIC CLAVEL,CLAVEL,,,,,9,79
278,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,6086A,QUAI MARCEL DASSAULT,DASSAULT,,,,,9,126
279,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,,,S,,,7210X,RUE PIERRE DUPONT,DUPONT,,,,,9,166
280,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,,,S,,,6108Z,AVENUE DU MARECHAL JUIN,JUIN,,,,,9,133
281,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,5166A,ALLEE DE LONGCHAMP,LONGCHAMP,,,,,9,123
282,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,2570D,RUE DU DOCTEUR MAGNAN,MAGNAN,,,,,9,255
283,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,6140J,RUE DES MEUNIERS,MEUNIERS,,,,,9,139
284,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,6105W,RUE MARCEL MONGE,MONGE,,,,,9,127
285,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,P,2,14,S,,,9611G,RUE DU VAL D OR,OR,,,,,9,210
286,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,7160T,RUE PASTEUR,PASTEUR,,,,,9,160
287,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,8131Y,RUE DE LA REPUBLIQUE,REPUBLIQUE,,,,,9,184
288,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,8130X,PLACE DE LA REPUBLIQUE,REPUBLIQUE,,,,,9,232
289,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,32,9998,S,47,9999,4730B,RUE JEAN JACQUES ROUSSEAU,ROUSSEAU,,,,,9,265
290,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,,,S,,,8820X,RUE DE SAINT CLOUD,SAINT-CLOUD,,,,,9,245
291,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,S,,,P,1,15,4440L,BOULEVARD HENRI SELLIER,SELLIER,,,, ,9,99
292,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,3190C,PLACE EUGENE SUE,SUE,,,,,9,234
293,REPU/PARC,Périmètre République et Parc,,,E/PARC,8,36 RUE DU DOCTEUR MAGNAN,,92150,SURESNES,01 41 18 96 12,MOREAU,Janique,01 41 18 96 12,,10,270,241,Elémentaire Parc,,T,,,T,,,1465C,RUE DU CHEMIN VERT,VERT,,,,,9,31
294,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,4160G,RUE GEORGES APPAY,APPAY,,,,,12,89
295,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,SU29E,RUE LOUIS BLERIOT,BLERIOT,,,,,12,278
296,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,5129K,QUAI LEON BLUM,BLUM,,,,,12,237
297,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,,,S,,,1495K,RUE CHEVREUL,CHEVREUL,,,,,12,241
298,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,3580B,RUE FREDERIC CLAVEL,CLAVEL,,,,,12,79
299,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,6086A,QUAI MARCEL DASSAULT,DASSAULT,,,,,12,126
300,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,,,S,,,7210X,RUE PIERRE DUPONT,DUPONT,,,,,12,166
301,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,,,S,,,6108Z,AVENUE DU MARECHAL JUIN,JUIN,,,,,12,133
302,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,5166A,ALLEE DE LONGCHAMP,LONGCHAMP,,,,,12,123
303,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,2570D,RUE DU DOCTEUR MAGNAN,MAGNAN,,,,,12,255
304,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,6140J,RUE DES MEUNIERS,MEUNIERS,,,,,12,139
305,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,6105W,RUE MARCEL MONGE,MONGE,,,,,12,127
306,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,P,2,14,S,,,9611G,RUE DU VAL D OR,OR,,,,,12,210
307,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,7160T,RUE PASTEUR,PASTEUR,,,,,12,160
308,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,8131Y,RUE DE LA REPUBLIQUE,REPUBLIQUE,,,,,12,184
309,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,8130X,PLACE DE LA REPUBLIQUE,REPUBLIQUE,,,,,12,232
310,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,32,9998,S,47,9999,4730B,RUE JEAN JACQUES ROUSSEAU,ROUSSEAU,,,,,12,265
311,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,,,S,,,8820X,RUE DE SAINT CLOUD,SAINT-CLOUD,,,,,12,245
312,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,S,,,P,1,15,4440L,BOULEVARD HENRI SELLIER,SELLIER,,,, ,12,99
313,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,3190C,PLACE EUGENE SUE,SUE,,,,,12,234
314,REPU/PARC,Périmètre République et Parc,,,M/REPU,8,7 RUE DU CHEMIN VERT,,92150,SURESNES,01 47 72 44 47,GILLES,Valérie,01 47 72 44 47,,6,180,151,Maternelle République,,T,,,T,,,1465C,RUE DU CHEMIN VERT,VERT,,,,,12,31
315,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,1480U,RUE DU CHEVALIER DE LA BARRE,BARRE,,,,,14,254
316,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,P,38,9998,P,33,9999,7170D,RUE PAUL BERT,BERT,,,,,14,162
317,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU03E,ALLEE DES BOCHOUX,BOCHOUX,,,,,14,21
318,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,P,58,9998,P,55,9999,1470H,RUE DES CHENES,CHENES,,,,,14,32
319,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,2525E,RUE DANTON,DANTON,,,,,14,56
320,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,8515R,ALLEE SANTOS DUMONT,DUMONT,,,,,14,191
321,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,2,16,T,1,9,1420D,RUE DU CAPITAINE FERBER,FERBER,,,,,14,25
322,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU14E,ALLEE DES MOUETTES,MOUETTES,,,,,14,147
323,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU33E,RUE DU PR LOUIS RENE NOUGIER,NOUGIER,,,,,14,281
324,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,7155M,RUE DE LA PASSERELLE,PASSERELLE,,,,,14,159
325,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU18E,ALLEE DES PINSONS,PINSONS,,,,,14,168
326,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU20E,ALLEE DES PRIMEVERES,PRIMEVERES,,,,,14,177
327,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,8121M,PLACE DU RATRAIT,RATRAIT,,,,,14,182
328,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,S,,,P,43,9999,0615D,RUE DES BAS ROGERS,ROGERS,,,,,14,11
329,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU21E,ALLEE DES ROSES,ROSES,,,,,14,187
330,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,P,36,9998,P,37,9999,8145N,RUE ROGER SALENGRO,SALENGRO,,,,,14,269
331,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,SU27E,SQUARE DES TOURTERELLES,TOURTERELLES,,,,,14,223
332,PONTILLON,Périmètre Robert Pontillon,,,E/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,8,216,210,Elémentaire Robert Pontillon,,T,,,T,,,9665R,RUE VOLTAIRE,VOLTAIRE,,,,,14,218
333,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,1480U,RUE DU CHEVALIER DE LA BARRE,BARRE,,,,,13,254
334,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,P,38,9998,P,33,9999,7170D,RUE PAUL BERT,BERT,,,,,13,162
335,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU03E,ALLEE DES BOCHOUX,BOCHOUX,,,,,13,21
336,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,P,58,9998,P,55,9999,1470H,RUE DES CHENES,CHENES,,,,,13,32
337,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,2525E,RUE DANTON,DANTON,,,,,13,56
338,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,8515R,ALLEE SANTOS DUMONT,DUMONT,,,,,13,191
339,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,2,16,T,1,9,1420D,RUE DU CAPITAINE FERBER,FERBER,,,,,13,25
340,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU14E,ALLEE DES MOUETTES,MOUETTES,,,,,13,147
341,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU33E,RUE DU PR LOUIS RENE NOUGIER,NOUGIER,,,,,13,281
342,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,7155M,RUE DE LA PASSERELLE,PASSERELLE,,,,,13,159
343,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU18E,ALLEE DES PINSONS,PINSONS,,,,,13,168
344,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU20E,ALLEE DES PRIMEVERES,PRIMEVERES,,,,,13,177
345,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,8121M,PLACE DU RATRAIT,RATRAIT,,,,,13,182
346,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,S,,,P,43,9999,0615D,RUE DES BAS ROGERS,ROGERS,,,,,13,11
347,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU21E,ALLEE DES ROSES,ROSES,,,,,13,187
348,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,P,36,9998,P,37,9999,8145N,RUE ROGER SALENGRO,SALENGRO,,,,,13,269
